yourlist:M202206094ABAA9BC7178C81CEBC9459510EDDEA34FF825K	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC576927	A0A7M7MX84	A0A7M7MX84_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1916
LOC576927	A0A7M7MXE5	A0A7M7MXE5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1895
LOC576927	A0A7M7MXG4	A0A7M7MXG4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1897
LOC576927	A0A7M7MXM0	A0A7M7MXM0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1833
LOC576927	A0A7M7RBX9	A0A7M7RBX9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1915
LOC100888721	A0A7M7SZT9	A0A7M7SZT9_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	659
LOC755899	A0A7M7LIM6	A0A7M7LIM6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	141
LOC115926394	A0A7M7P6W9	A0A7M7P6W9_STRPU	unreviewed	SRCR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	134
LOC578835	A0A7M7NYZ6	A0A7M7NYZ6_STRPU	unreviewed	NOT2_3_5 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	576
LOC578835	A0A7M7NZA4	A0A7M7NZA4_STRPU	unreviewed	NOT2_3_5 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	570
LOC578835	A0A7M7NZS8	A0A7M7NZS8_STRPU	unreviewed	NOT2_3_5 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	575
LOC578835	A0A7M7P1N6	A0A7M7P1N6_STRPU	unreviewed	NOT2_3_5 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC115929489	A0A7M7PP49	A0A7M7PP49_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	119
LOC593064	A0A7M7N658	A0A7M7N658_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	482
LOC105436540	A0A7M7HJY0	A0A7M7HJY0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	269
LOC592281	A0A7M7NKI1	A0A7M7NKI1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	543
LOC580214	A0A7M7RDW3	A0A7M7RDW3_STRPU	unreviewed	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1)		Strongylocentrotus purpuratus (Purple sea urchin)	273
LOC588376	A0A7M7NBM1	A0A7M7NBM1_STRPU	unreviewed	Aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3)		Strongylocentrotus purpuratus (Purple sea urchin)	536
LOC100891263	A0A7M7P670	A0A7M7P670_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	563
LOC100891263	A0A7M7P7L8	A0A7M7P7L8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	595
LOC100891263	A0A7M7P899	A0A7M7P899_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	466
LOC752743	A0A7M7G3J3	A0A7M7G3J3_STRPU	unreviewed	Palmitoyltransferase (EC 2.3.1.225)		Strongylocentrotus purpuratus (Purple sea urchin)	581
LOC752743	A0A7M7GG42	A0A7M7GG42_STRPU	unreviewed	Palmitoyltransferase (EC 2.3.1.225)		Strongylocentrotus purpuratus (Purple sea urchin)	585
LOC105436828	A0A7M7NMR7	A0A7M7NMR7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	804
LOC105436828	A0A7M7SWR8	A0A7M7SWR8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	756
LOC584730	A0A7M7NI90	A0A7M7NI90_STRPU	unreviewed	Sulfatase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	522
LOC590194	A0A7M7SUM1	A0A7M7SUM1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	818
LOC575482	A0A7M7RBF2	A0A7M7RBF2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	198
LOC105446704	A0A7M7SUK8	A0A7M7SUK8_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	399
LOC755518	A0A7M7T5Z1	A0A7M7T5Z1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	592
LOC584262	A0A7M7NUH4	A0A7M7NUH4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2459
LOC584262	A0A7M7SYS1	A0A7M7SYS1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2460
LOC578277	A0A7M7HG43	A0A7M7HG43_STRPU	unreviewed	Angiotensin-converting enzyme (EC 3.4.-.-)		Strongylocentrotus purpuratus (Purple sea urchin)	665
LOC576872	A0A7M7RCP4	A0A7M7RCP4_STRPU	unreviewed	CCHC-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	223
LOC577252	A0A7M7N2X9	A0A7M7N2X9_STRPU	unreviewed	3-oxoacyl-[acyl-carrier-protein] synthase		Strongylocentrotus purpuratus (Purple sea urchin)	459
LOC100893566	A0A7M7N716	A0A7M7N716_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	472
LOC100893566	A0A7M7N808	A0A7M7N808_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	470
LOC584912	A0A7M7RHJ4	A0A7M7RHJ4_STRPU	unreviewed	Sepiapterin reductase (EC 1.1.1.153)		Strongylocentrotus purpuratus (Purple sea urchin)	277
LOC582036	A0A7M7PPX1	A0A7M7PPX1_STRPU	unreviewed	ZP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1394
LOC100892279	A0A7M7N068	A0A7M7N068_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6471
LOC100892279	A0A7M7N0A5	A0A7M7N0A5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5876
LOC100892279	A0A7M7N0K4	A0A7M7N0K4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6187
LOC100892279	A0A7M7N1B6	A0A7M7N1B6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6510
LOC576285	A0A7M7PQC6	A0A7M7PQC6_STRPU	unreviewed	Ion_trans domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1234
LOC100893779	A0A7M7N678	A0A7M7N678_STRPU	unreviewed	IRF-3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	441
LOC100890539	A0A7M7NDE6	A0A7M7NDE6_STRPU	unreviewed	G_PROTEIN_RECEP_F2_4 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	259
LOC584366	A0A7M7N2X1	A0A7M7N2X1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1055
LOC574783	A0A7M7GR00	A0A7M7GR00_STRPU	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)		Strongylocentrotus purpuratus (Purple sea urchin)	442
LOC574783	A0A7M7R9J1	A0A7M7R9J1_STRPU	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)		Strongylocentrotus purpuratus (Purple sea urchin)	438
LOC752114	A0A7M7P888	A0A7M7P888_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	534
LOC105437575	A0A7M7T5R8	A0A7M7T5R8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	182
LOC113939911	A0A7M6UWD4	A0A7M6UWD4_STRPU	unreviewed	Metalloendopeptidase (EC 3.4.24.-)		Strongylocentrotus purpuratus (Purple sea urchin)	578
LOC592391	A0A7M7HIF4	A0A7M7HIF4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	524
LOC580972	A0A7M7N1V6	A0A7M7N1V6_STRPU	unreviewed	Solute carrier organic anion transporter family member		Strongylocentrotus purpuratus (Purple sea urchin)	787
LOC581973	A0A7M7SUL9	A0A7M7SUL9_STRPU	unreviewed	ASCH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC577629	A0A7M7HFR4	A0A7M7HFR4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	429
LOC577629	A0A7M7LVL9	A0A7M7LVL9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	420
LOC577629	A0A7M7RAI8	A0A7M7RAI8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	430
LOC754498	A0A7M7FZZ6	A0A7M7FZZ6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	89
LOC583653	A0A7M7N823	A0A7M7N823_STRPU	unreviewed	FMN hydroxy acid dehydrogenase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	374
LOC115929746	A0A7M7PR83	A0A7M7PR83_STRPU	unreviewed	N-acetyltransferase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	211
LOC578227	A0A7M7NI31	A0A7M7NI31_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	735
LOC100890666	A0A7M7GL40	A0A7M7GL40_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	934
LOC585120	A0A7M7RCZ2	A0A7M7RCZ2_STRPU	unreviewed	Ribose-phosphate diphosphokinase (EC 2.7.6.1)		Strongylocentrotus purpuratus (Purple sea urchin)	338
LOC581963	A0A7M7HGX8	A0A7M7HGX8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2749
LOC581963	A0A7M7HH67	A0A7M7HH67_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2750
LOC581963	A0A7M7N5L4	A0A7M7N5L4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3053
LOC581963	A0A7M7N6Q0	A0A7M7N6Q0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3052
LOC581963	A0A7M7STS2	A0A7M7STS2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3033
LOC105442404	A0A7M7PIL7	A0A7M7PIL7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	679
LOC576814	A0A7M7RAM9	A0A7M7RAM9_STRPU	unreviewed	TAFH domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	988
LOC115923362	A0A7M7NUW3	A0A7M7NUW3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	249
LOC105441647	A0A7M7PMV7	A0A7M7PMV7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	315
LOC587132	A0A7M7HJT5	A0A7M7HJT5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	676
LOC100888918	A0A7M7NMU5	A0A7M7NMU5_STRPU	unreviewed	Probable RNA-binding protein 18 (RNA-binding motif protein 18)		Strongylocentrotus purpuratus (Purple sea urchin)	280
LOC115922576	A0A7M7NJC9	A0A7M7NJC9_STRPU	unreviewed	tRNA-synt_2c domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	123
LOC100888242	A0A7M7LLL5	A0A7M7LLL5_STRPU	unreviewed	G protein-coupled receptor kinase (EC 2.7.11.-)		Strongylocentrotus purpuratus (Purple sea urchin)	685
LOC594205	A0A7M7GLR2	A0A7M7GLR2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	302
LOC594205	A0A7M7PU46	A0A7M7PU46_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	274
LOC594205	A0A7M7RHB9	A0A7M7RHB9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	311
LOC594527	A0A7M7MXP9	A0A7M7MXP9_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2783
LOC594527	A0A7M7MXX5	A0A7M7MXX5_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2818
LOC594527	A0A7M7MY00	A0A7M7MY00_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2820
LOC594527	A0A7M7MY40	A0A7M7MY40_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2810
LOC594527	A0A7M7MY56	A0A7M7MY56_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2813
LOC594527	A0A7M7MYB4	A0A7M7MYB4_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2809
LOC594527	A0A7M7MZ03	A0A7M7MZ03_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2804
LOC594527	A0A7M7MZ08	A0A7M7MZ08_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2819
LOC594527	A0A7M7N084	A0A7M7N084_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2799
LOC594527	A0A7M7SSJ1	A0A7M7SSJ1_STRPU	unreviewed	Inositol 1,4,5-trisphosphate receptor		Strongylocentrotus purpuratus (Purple sea urchin)	2301
LOC752300	A0A7M7SU36	A0A7M7SU36_STRPU	unreviewed	Palmitoyltransferase (EC 2.3.1.225)		Strongylocentrotus purpuratus (Purple sea urchin)	314
LOC590790	A0A7M7MZJ0	A0A7M7MZJ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7MZR0	A0A7M7MZR0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5767
LOC590790	A0A7M7MZR3	A0A7M7MZR3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5935
LOC590790	A0A7M7MZS7	A0A7M7MZS7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5683
LOC590790	A0A7M7MZW2	A0A7M7MZW2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7MZW5	A0A7M7MZW5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5010
LOC590790	A0A7M7MZW6	A0A7M7MZW6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7MZX5	A0A7M7MZX5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7MZX6	A0A7M7MZX6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5767
LOC590790	A0A7M7N030	A0A7M7N030_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5515
LOC590790	A0A7M7N043	A0A7M7N043_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5767
LOC590790	A0A7M7N048	A0A7M7N048_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5263
LOC590790	A0A7M7N055	A0A7M7N055_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5767
LOC590790	A0A7M7N085	A0A7M7N085_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5484
LOC590790	A0A7M7N087	A0A7M7N087_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7N0B7	A0A7M7N0B7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7N0C7	A0A7M7N0C7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7N0C8	A0A7M7N0C8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5599
LOC590790	A0A7M7N0D3	A0A7M7N0D3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5850
LOC590790	A0A7M7N0E5	A0A7M7N0E5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5767
LOC590790	A0A7M7N172	A0A7M7N172_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5683
LOC590790	A0A7M7N1A5	A0A7M7N1A5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5347
LOC590790	A0A7M7N2B2	A0A7M7N2B2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7N2F5	A0A7M7N2F5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7N2H5	A0A7M7N2H5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7N2M0	A0A7M7N2M0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5683
LOC590790	A0A7M7N2R6	A0A7M7N2R6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5347
LOC590790	A0A7M7N2S5	A0A7M7N2S5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5093
LOC590790	A0A7M7ST24	A0A7M7ST24_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7ST30	A0A7M7ST30_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5851
LOC590790	A0A7M7ST36	A0A7M7ST36_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5767
LOC590790	A0A7M7ST47	A0A7M7ST47_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5431
LOC578737	A0A7M7RDB0	A0A7M7RDB0_STRPU	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)		Strongylocentrotus purpuratus (Purple sea urchin)	919
LOC105438198	A0A7M7HCW7	A0A7M7HCW7_STRPU	unreviewed	Histone H2A		Strongylocentrotus purpuratus (Purple sea urchin)	120
LOC586027	A0A7M7NEB0	A0A7M7NEB0_STRPU	unreviewed	Beta-1,4-galactosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	462
LOC578723	A0A7M7RCH7	A0A7M7RCH7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	870
LOC753218	A0A7M7PWP0	A0A7M7PWP0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	656
LOC753135	A0A7M7NL57	A0A7M7NL57_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	692
LOC753135	A0A7M7SXA5	A0A7M7SXA5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	711
LOC105439703	A0A7M7HKJ7	A0A7M7HKJ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	584
LOC579698	A0A7M7NTS4	A0A7M7NTS4_STRPU	unreviewed	Dynactin subunit 1		Strongylocentrotus purpuratus (Purple sea urchin)	1374
LOC579698	A0A7M7NUH6	A0A7M7NUH6_STRPU	unreviewed	Dynactin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1097
LOC579698	A0A7M7NW48	A0A7M7NW48_STRPU	unreviewed	Dynactin subunit 1		Strongylocentrotus purpuratus (Purple sea urchin)	1375
LOC590611	A0A7M7THB2	A0A7M7THB2_STRPU	unreviewed	E1 ubiquitin-activating enzyme (EC 6.2.1.45) (Ubiquitin-activating enzyme E1)		Strongylocentrotus purpuratus (Purple sea urchin)	1054
LOC587981	A0A7M7PK86	A0A7M7PK86_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	656
LOC100889551	A0A7M7NKE2	A0A7M7NKE2_STRPU	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)		Strongylocentrotus purpuratus (Purple sea urchin)	233
LOC100889551	A0A7M7NMH6	A0A7M7NMH6_STRPU	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)		Strongylocentrotus purpuratus (Purple sea urchin)	229
LOC105441171	A0A7M7P492	A0A7M7P492_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5182
LOC105441171	A0A7M7P497	A0A7M7P497_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5010
LOC105441171	A0A7M7P4B1	A0A7M7P4B1_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5091
LOC105441171	A0A7M7P4D7	A0A7M7P4D7_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	4835
LOC105441171	A0A7M7P4N7	A0A7M7P4N7_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5053
LOC105441171	A0A7M7P4P8	A0A7M7P4P8_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	4792
LOC105441171	A0A7M7P4Q2	A0A7M7P4Q2_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5263
LOC105441171	A0A7M7P4R3	A0A7M7P4R3_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5010
LOC105441171	A0A7M7P4Z1	A0A7M7P4Z1_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5053
LOC105441171	A0A7M7P5E4	A0A7M7P5E4_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5181
LOC105441171	A0A7M7P5F4	A0A7M7P5F4_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5010
LOC105441171	A0A7M7P6D7	A0A7M7P6D7_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5271
LOC105441171	A0A7M7P6R3	A0A7M7P6R3_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5053
LOC105441171	A0A7M7P6S4	A0A7M7P6S4_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	4792
LOC105441171	A0A7M7P746	A0A7M7P746_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5228
LOC105441171	A0A7M7P758	A0A7M7P758_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5010
LOC105441171	A0A7M7PA35	A0A7M7PA35_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5053
LOC105441171	A0A7M7PA48	A0A7M7PA48_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	4652
LOC105441171	A0A7M7T127	A0A7M7T127_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5053
LOC105441171	A0A7M7T145	A0A7M7T145_STRPU	unreviewed	CTCK domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	5010
LOC100888529	A0A7M7GJJ8	A0A7M7GJJ8_STRPU	unreviewed	PBPe domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	934
